Circuit: * C:\Users\maksym\source\repos\Dohle\String Maschine\simulations\Draft2.asc

Direct Newton iteration for .op point succeeded.
Heightened Def Con from 5.25817e-006 to 5.25917e-006
Heightened Def Con from 5.25917e-006 to 5.26029e-006
Heightened Def Con from 5.26123e-006 to 5.26223e-006
Heightened Def Con from 5.26223e-006 to 5.26336e-006
Heightened Def Con from 5.2643e-006 to 5.2653e-006
Heightened Def Con from 5.2653e-006 to 5.26642e-006
Heightened Def Con from 5.26736e-006 to 5.26836e-006
Heightened Def Con from 5.26836e-006 to 5.26949e-006
Heightened Def Con from 5.27043e-006 to 5.27143e-006
Heightened Def Con from 5.27143e-006 to 5.27255e-006
Heightened Def Con from 5.27349e-006 to 5.27449e-006
Heightened Def Con from 5.27449e-006 to 5.27562e-006
Heightened Def Con from 5.27656e-006 to 5.27756e-006
Heightened Def Con from 5.27756e-006 to 5.27869e-006
Heightened Def Con from 5.27962e-006 to 5.28063e-006
Heightened Def Con from 5.28063e-006 to 5.28175e-006
Heightened Def Con from 5.28269e-006 to 5.28369e-006
Heightened Def Con from 5.28369e-006 to 5.28482e-006
Heightened Def Con from 5.28576e-006 to 5.28676e-006
Heightened Def Con from 5.28676e-006 to 5.28788e-006
Heightened Def Con from 5.28882e-006 to 5.28982e-006
Heightened Def Con from 5.28982e-006 to 5.29095e-006
Heightened Def Con from 5.29189e-006 to 5.29289e-006
Heightened Def Con from 5.29289e-006 to 5.29401e-006
Heightened Def Con from 5.29495e-006 to 5.29595e-006
Heightened Def Con from 5.29595e-006 to 5.29708e-006
Heightened Def Con from 5.29802e-006 to 5.29902e-006
Heightened Def Con from 5.29902e-006 to 5.30014e-006
Heightened Def Con from 5.30108e-006 to 5.30208e-006
Heightened Def Con from 5.30208e-006 to 5.30321e-006
Heightened Def Con from 5.30415e-006 to 5.30515e-006
Heightened Def Con from 5.30515e-006 to 5.30627e-006
Heightened Def Con from 5.30721e-006 to 5.30821e-006
Heightened Def Con from 5.30821e-006 to 5.30934e-006
Heightened Def Con from 5.31028e-006 to 5.31128e-006
Heightened Def Con from 5.31128e-006 to 5.3124e-006
Heightened Def Con from 5.31334e-006 to 5.31434e-006
Heightened Def Con from 5.31435e-006 to 5.31547e-006
Heightened Def Con from 5.31641e-006 to 5.31741e-006
Heightened Def Con from 5.31741e-006 to 5.31854e-006
Heightened Def Con from 5.31948e-006 to 5.32048e-006
Heightened Def Con from 5.32048e-006 to 5.3216e-006
Heightened Def Con from 5.32254e-006 to 5.32354e-006
Heightened Def Con from 5.32354e-006 to 5.32467e-006
Heightened Def Con from 5.32561e-006 to 5.32661e-006
Heightened Def Con from 5.32661e-006 to 5.32773e-006
Heightened Def Con from 5.32867e-006 to 5.32967e-006
Heightened Def Con from 5.32967e-006 to 5.3308e-006
Heightened Def Con from 5.33174e-006 to 5.33274e-006
Heightened Def Con from 5.33274e-006 to 5.33386e-006
Heightened Def Con from 5.3348e-006 to 5.3358e-006
Heightened Def Con from 5.3358e-006 to 5.33693e-006
Heightened Def Con from 5.33787e-006 to 5.33887e-006
Heightened Def Con from 5.33887e-006 to 5.33999e-006
Heightened Def Con from 5.34093e-006 to 5.34193e-006
Heightened Def Con from 5.34193e-006 to 5.34306e-006
Heightened Def Con from 5.344e-006 to 5.345e-006
Heightened Def Con from 5.345e-006 to 5.34612e-006
Heightened Def Con from 5.34706e-006 to 5.34806e-006
Heightened Def Con from 5.34807e-006 to 5.34919e-006
Heightened Def Con from 5.35013e-006 to 5.35113e-006
Heightened Def Con from 5.35113e-006 to 5.35226e-006
Heightened Def Con from 5.3532e-006 to 5.3542e-006
Heightened Def Con from 5.3542e-006 to 5.35532e-006
Heightened Def Con from 5.35626e-006 to 5.35726e-006
Heightened Def Con from 5.35726e-006 to 5.35839e-006
Heightened Def Con from 5.35933e-006 to 5.36033e-006
Heightened Def Con from 5.36033e-006 to 5.36145e-006
Heightened Def Con from 5.36239e-006 to 5.36339e-006
Heightened Def Con from 5.36339e-006 to 5.36452e-006
Heightened Def Con from 5.36546e-006 to 5.36646e-006
Heightened Def Con from 5.36646e-006 to 5.36758e-006
Heightened Def Con from 5.36852e-006 to 5.36952e-006
Heightened Def Con from 5.36952e-006 to 5.37065e-006
Heightened Def Con from 5.37159e-006 to 5.37259e-006
Heightened Def Con from 5.37259e-006 to 5.37371e-006
Heightened Def Con from 5.37465e-006 to 5.37565e-006
Heightened Def Con from 5.37565e-006 to 5.37678e-006
Heightened Def Con from 5.37772e-006 to 5.37872e-006
Heightened Def Con from 5.37872e-006 to 5.37984e-006
Heightened Def Con from 5.38078e-006 to 5.38178e-006
Heightened Def Con from 5.38178e-006 to 5.38291e-006
Heightened Def Con from 5.38385e-006 to 5.38485e-006
Heightened Def Con from 5.38485e-006 to 5.38598e-006
Heightened Def Con from 5.38691e-006 to 5.38791e-006
Heightened Def Con from 5.38792e-006 to 5.38904e-006
Heightened Def Con from 5.38998e-006 to 5.39098e-006
Heightened Def Con from 5.39098e-006 to 5.39211e-006
Heightened Def Con from 5.39305e-006 to 5.39405e-006
Heightened Def Con from 5.39405e-006 to 5.39517e-006
Heightened Def Con from 5.39611e-006 to 5.39711e-006
Heightened Def Con from 5.39711e-006 to 5.39824e-006
Heightened Def Con from 5.39918e-006 to 5.40018e-006
Heightened Def Con from 5.40018e-006 to 5.4013e-006
Heightened Def Con from 5.40224e-006 to 5.40324e-006
Heightened Def Con from 5.40324e-006 to 5.40437e-006
Heightened Def Con from 5.40531e-006 to 5.40631e-006
Heightened Def Con from 5.40631e-006 to 5.40743e-006
Heightened Def Con from 5.40837e-006 to 5.40937e-006
Heightened Def Con from 5.40937e-006 to 5.4105e-006
Heightened Def Con from 5.41144e-006 to 5.41244e-006
Heightened Def Con from 5.41244e-006 to 5.41356e-006
Heightened Def Con from 5.4145e-006 to 5.4155e-006
Heightened Def Con from 5.4155e-006 to 5.41663e-006
Heightened Def Con from 5.41757e-006 to 5.41857e-006
Heightened Def Con from 5.41857e-006 to 5.41969e-006
Heightened Def Con from 5.42063e-006 to 5.42163e-006
Heightened Def Con from 5.42164e-006 to 5.42276e-006
Heightened Def Con from 5.4237e-006 to 5.4247e-006
Heightened Def Con from 5.4247e-006 to 5.42583e-006
Heightened Def Con from 5.42677e-006 to 5.42777e-006
Heightened Def Con from 5.42777e-006 to 5.42889e-006
Heightened Def Con from 5.42983e-006 to 5.43083e-006
Heightened Def Con from 5.43083e-006 to 5.43196e-006
Heightened Def Con from 5.4329e-006 to 5.4339e-006
Heightened Def Con from 5.4339e-006 to 5.43502e-006
Heightened Def Con from 5.43596e-006 to 5.43696e-006
Heightened Def Con from 5.43696e-006 to 5.43809e-006
Heightened Def Con from 5.43903e-006 to 5.44003e-006
Heightened Def Con from 5.44003e-006 to 5.44115e-006
Heightened Def Con from 5.44209e-006 to 5.44309e-006
Heightened Def Con from 5.44309e-006 to 5.44422e-006
Heightened Def Con from 5.44516e-006 to 5.44616e-006
Heightened Def Con from 5.44616e-006 to 5.44728e-006
Heightened Def Con from 5.44822e-006 to 5.44922e-006
Heightened Def Con from 5.44922e-006 to 5.45035e-006
Heightened Def Con from 5.45129e-006 to 5.45229e-006
Heightened Def Con from 5.45229e-006 to 5.45341e-006
Heightened Def Con from 5.45435e-006 to 5.45535e-006
Heightened Def Con from 5.45536e-006 to 5.45648e-006
Heightened Def Con from 5.45742e-006 to 5.45842e-006
Heightened Def Con from 5.45842e-006 to 5.45955e-006
Heightened Def Con from 5.46049e-006 to 5.46149e-006
Heightened Def Con from 5.46149e-006 to 5.46261e-006
Heightened Def Con from 5.46355e-006 to 5.46455e-006
Heightened Def Con from 5.46455e-006 to 5.46568e-006
Heightened Def Con from 5.46662e-006 to 5.46762e-006
Heightened Def Con from 5.46762e-006 to 5.46874e-006
Heightened Def Con from 5.46968e-006 to 5.47068e-006
Heightened Def Con from 5.47068e-006 to 5.47181e-006
Heightened Def Con from 5.47275e-006 to 5.47375e-006
Heightened Def Con from 5.47375e-006 to 5.47487e-006
Heightened Def Con from 5.47581e-006 to 5.47681e-006
Heightened Def Con from 5.47681e-006 to 5.47794e-006
Heightened Def Con from 5.47888e-006 to 5.47988e-006
Heightened Def Con from 5.47988e-006 to 5.481e-006
Heightened Def Con from 5.48194e-006 to 5.48294e-006
Heightened Def Con from 5.48294e-006 to 5.48407e-006
Heightened Def Con from 5.48501e-006 to 5.48601e-006
Heightened Def Con from 5.48601e-006 to 5.48713e-006
Heightened Def Con from 5.48807e-006 to 5.48907e-006
Heightened Def Con from 5.48907e-006 to 5.4902e-006
Heightened Def Con from 5.49114e-006 to 5.49214e-006
Heightened Def Con from 5.49214e-006 to 5.49327e-006
Heightened Def Con from 5.4942e-006 to 5.49521e-006
Heightened Def Con from 5.49521e-006 to 5.49633e-006
Heightened Def Con from 5.49727e-006 to 5.49827e-006
Heightened Def Con from 5.49827e-006 to 5.4994e-006
Heightened Def Con from 5.50034e-006 to 5.50134e-006
Heightened Def Con from 5.50134e-006 to 5.50246e-006
Heightened Def Con from 5.5034e-006 to 5.5044e-006
Heightened Def Con from 5.5044e-006 to 5.50553e-006
Heightened Def Con from 5.50647e-006 to 5.50747e-006
Heightened Def Con from 5.50747e-006 to 5.50859e-006
Heightened Def Con from 5.50953e-006 to 5.51053e-006
Heightened Def Con from 5.51053e-006 to 5.51166e-006
Heightened Def Con from 5.5126e-006 to 5.5136e-006
Heightened Def Con from 5.5136e-006 to 5.51472e-006
Heightened Def Con from 5.51566e-006 to 5.51666e-006
Heightened Def Con from 5.51666e-006 to 5.51779e-006
Heightened Def Con from 5.51873e-006 to 5.51973e-006
Heightened Def Con from 5.51973e-006 to 5.52085e-006
Heightened Def Con from 5.52179e-006 to 5.52279e-006
Heightened Def Con from 5.52279e-006 to 5.52392e-006
Heightened Def Con from 5.52486e-006 to 5.52586e-006
Heightened Def Con from 5.52586e-006 to 5.52699e-006
Heightened Def Con from 5.52792e-006 to 5.52892e-006
Heightened Def Con from 5.52893e-006 to 5.53005e-006
Heightened Def Con from 5.53099e-006 to 5.53199e-006
Heightened Def Con from 5.53199e-006 to 5.53312e-006
Heightened Def Con from 5.53406e-006 to 5.53506e-006
Heightened Def Con from 5.53506e-006 to 5.53618e-006
Heightened Def Con from 5.53712e-006 to 5.53812e-006
Heightened Def Con from 5.53812e-006 to 5.53925e-006
Heightened Def Con from 5.54019e-006 to 5.54119e-006
Heightened Def Con from 5.54119e-006 to 5.54231e-006
Heightened Def Con from 5.54325e-006 to 5.54425e-006
Heightened Def Con from 5.54425e-006 to 5.54538e-006
Heightened Def Con from 5.54632e-006 to 5.54732e-006
Heightened Def Con from 5.54732e-006 to 5.54844e-006
Heightened Def Con from 5.54938e-006 to 5.55038e-006
Heightened Def Con from 5.55038e-006 to 5.55151e-006
Heightened Def Con from 5.55245e-006 to 5.55345e-006
Heightened Def Con from 5.55345e-006 to 5.55457e-006
Heightened Def Con from 5.55551e-006 to 5.55651e-006
Heightened Def Con from 5.55651e-006 to 5.55764e-006
Heightened Def Con from 5.55858e-006 to 5.55958e-006
Heightened Def Con from 5.55958e-006 to 5.5607e-006
Heightened Def Con from 5.56164e-006 to 5.56264e-006
Heightened Def Con from 5.56265e-006 to 5.56377e-006
Heightened Def Con from 5.56471e-006 to 5.56571e-006
Heightened Def Con from 5.56571e-006 to 5.56684e-006
Heightened Def Con from 5.56778e-006 to 5.56878e-006
Heightened Def Con from 5.56878e-006 to 5.5699e-006
Heightened Def Con from 5.57084e-006 to 5.57184e-006
Heightened Def Con from 5.57184e-006 to 5.57297e-006
Heightened Def Con from 5.57391e-006 to 5.57491e-006
Heightened Def Con from 5.57491e-006 to 5.57603e-006
Heightened Def Con from 5.57697e-006 to 5.57797e-006
Heightened Def Con from 5.57797e-006 to 5.5791e-006
Heightened Def Con from 5.58004e-006 to 5.58104e-006
Heightened Def Con from 5.58104e-006 to 5.58216e-006
Heightened Def Con from 5.5831e-006 to 5.5841e-006
Heightened Def Con from 5.5841e-006 to 5.58523e-006
Heightened Def Con from 5.58617e-006 to 5.58717e-006
Heightened Def Con from 5.58717e-006 to 5.58829e-006
Heightened Def Con from 5.58923e-006 to 5.59023e-006
Heightened Def Con from 5.59023e-006 to 5.59136e-006
Heightened Def Con from 5.5923e-006 to 5.5933e-006
Heightened Def Con from 5.5933e-006 to 5.59442e-006
Heightened Def Con from 5.59536e-006 to 5.59636e-006
Heightened Def Con from 5.59637e-006 to 5.59749e-006
Heightened Def Con from 5.59843e-006 to 5.59943e-006
Heightened Def Con from 5.59943e-006 to 5.60056e-006
Heightened Def Con from 5.6015e-006 to 5.6025e-006
Heightened Def Con from 5.6025e-006 to 5.60362e-006
Heightened Def Con from 5.60456e-006 to 5.60556e-006
Heightened Def Con from 5.60556e-006 to 5.60669e-006
Heightened Def Con from 5.60763e-006 to 5.60863e-006
Heightened Def Con from 5.60863e-006 to 5.60975e-006
Heightened Def Con from 5.61069e-006 to 5.61169e-006
Heightened Def Con from 5.61169e-006 to 5.61282e-006
Heightened Def Con from 5.61376e-006 to 5.61476e-006
Heightened Def Con from 5.61476e-006 to 5.61588e-006
Heightened Def Con from 5.61682e-006 to 5.61782e-006
Heightened Def Con from 5.61782e-006 to 5.61895e-006
Heightened Def Con from 5.61989e-006 to 5.62089e-006
Heightened Def Con from 5.62089e-006 to 5.62201e-006
Heightened Def Con from 5.62295e-006 to 5.62395e-006
Heightened Def Con from 5.62395e-006 to 5.62508e-006
Heightened Def Con from 5.62602e-006 to 5.62702e-006
Heightened Def Con from 5.62702e-006 to 5.62814e-006
Heightened Def Con from 5.62908e-006 to 5.63008e-006
Heightened Def Con from 5.63009e-006 to 5.63121e-006
Heightened Def Con from 5.63215e-006 to 5.63315e-006
Heightened Def Con from 5.63315e-006 to 5.63428e-006
Heightened Def Con from 5.63522e-006 to 5.63622e-006
Heightened Def Con from 5.63622e-006 to 5.63734e-006
Heightened Def Con from 5.63828e-006 to 5.63928e-006
Heightened Def Con from 5.63928e-006 to 5.64041e-006
Heightened Def Con from 5.64135e-006 to 5.64235e-006
Heightened Def Con from 5.64235e-006 to 5.64347e-006
Heightened Def Con from 5.64441e-006 to 5.64541e-006
Heightened Def Con from 5.64541e-006 to 5.64654e-006
Heightened Def Con from 5.64748e-006 to 5.64848e-006
Heightened Def Con from 5.64848e-006 to 5.6496e-006
Heightened Def Con from 5.65054e-006 to 5.65154e-006
Heightened Def Con from 5.65154e-006 to 5.65267e-006
Heightened Def Con from 5.65361e-006 to 5.65461e-006
Heightened Def Con from 5.65461e-006 to 5.65573e-006
Heightened Def Con from 5.65667e-006 to 5.65767e-006
Heightened Def Con from 5.65767e-006 to 5.6588e-006
Heightened Def Con from 5.65974e-006 to 5.66074e-006
Heightened Def Con from 5.66074e-006 to 5.66186e-006
Heightened Def Con from 5.6628e-006 to 5.6638e-006
Heightened Def Con from 5.6638e-006 to 5.66493e-006
Heightened Def Con from 5.66587e-006 to 5.66687e-006
Heightened Def Con from 5.66687e-006 to 5.668e-006
Heightened Def Con from 5.66894e-006 to 5.66994e-006
Heightened Def Con from 5.66994e-006 to 5.67106e-006
Heightened Def Con from 5.672e-006 to 5.673e-006
Heightened Def Con from 5.673e-006 to 5.67413e-006
Heightened Def Con from 5.67507e-006 to 5.67607e-006
Heightened Def Con from 5.67607e-006 to 5.67719e-006
Heightened Def Con from 5.67813e-006 to 5.67913e-006
Heightened Def Con from 5.67913e-006 to 5.68026e-006
Heightened Def Con from 5.6812e-006 to 5.6822e-006
Heightened Def Con from 5.6822e-006 to 5.68332e-006
Heightened Def Con from 5.68426e-006 to 5.68526e-006
Heightened Def Con from 5.68526e-006 to 5.68639e-006
Heightened Def Con from 5.68733e-006 to 5.68833e-006
Heightened Def Con from 5.68833e-006 to 5.68945e-006
Heightened Def Con from 5.69039e-006 to 5.69139e-006
Heightened Def Con from 5.69139e-006 to 5.69252e-006
Heightened Def Con from 5.69346e-006 to 5.69446e-006
Heightened Def Con from 5.69446e-006 to 5.69558e-006
Heightened Def Con from 5.69652e-006 to 5.69752e-006
Heightened Def Con from 5.69752e-006 to 5.69865e-006
Heightened Def Con from 5.69959e-006 to 5.70059e-006
Heightened Def Con from 5.70059e-006 to 5.70172e-006
Heightened Def Con from 5.70265e-006 to 5.70366e-006
Heightened Def Con from 5.70366e-006 to 5.70478e-006
Heightened Def Con from 5.70572e-006 to 5.70672e-006
Heightened Def Con from 5.70672e-006 to 5.70785e-006
Heightened Def Con from 5.70879e-006 to 5.70979e-006
Heightened Def Con from 5.70979e-006 to 5.71091e-006
Heightened Def Con from 5.71185e-006 to 5.71285e-006
Heightened Def Con from 5.71285e-006 to 5.71398e-006
Heightened Def Con from 5.71492e-006 to 5.71592e-006
Heightened Def Con from 5.71592e-006 to 5.71704e-006
Heightened Def Con from 5.71798e-006 to 5.71898e-006
Heightened Def Con from 5.71898e-006 to 5.72011e-006
Heightened Def Con from 5.72105e-006 to 5.72205e-006
Heightened Def Con from 5.72205e-006 to 5.72317e-006
Heightened Def Con from 5.72411e-006 to 5.72511e-006
Heightened Def Con from 5.72511e-006 to 5.72624e-006
Heightened Def Con from 5.72718e-006 to 5.72818e-006
Heightened Def Con from 5.72818e-006 to 5.7293e-006
Heightened Def Con from 5.73024e-006 to 5.73124e-006
Heightened Def Con from 5.73124e-006 to 5.73237e-006
Heightened Def Con from 5.73331e-006 to 5.73431e-006
Heightened Def Con from 5.73431e-006 to 5.73544e-006
Heightened Def Con from 5.73637e-006 to 5.73738e-006
Heightened Def Con from 5.73738e-006 to 5.7385e-006
Heightened Def Con from 5.73944e-006 to 5.74044e-006
Heightened Def Con from 5.74044e-006 to 5.74157e-006
Heightened Def Con from 5.74251e-006 to 5.74351e-006
Heightened Def Con from 5.74351e-006 to 5.74463e-006
Heightened Def Con from 5.74557e-006 to 5.74657e-006
Heightened Def Con from 5.74657e-006 to 5.7477e-006
Heightened Def Con from 5.74864e-006 to 5.74964e-006
Heightened Def Con from 5.74964e-006 to 5.75076e-006
Heightened Def Con from 5.7517e-006 to 5.7527e-006
Heightened Def Con from 5.7527e-006 to 5.75383e-006
Heightened Def Con from 5.75477e-006 to 5.75577e-006
Heightened Def Con from 5.75577e-006 to 5.75689e-006
Heightened Def Con from 5.75783e-006 to 5.75883e-006
Heightened Def Con from 5.75883e-006 to 5.75996e-006
Heightened Def Con from 5.7609e-006 to 5.7619e-006
Heightened Def Con from 5.7619e-006 to 5.76302e-006
Heightened Def Con from 5.76396e-006 to 5.76496e-006
Heightened Def Con from 5.76496e-006 to 5.76609e-006
Heightened Def Con from 5.76703e-006 to 5.76803e-006
Heightened Def Con from 5.76803e-006 to 5.76916e-006
Heightened Def Con from 5.77009e-006 to 5.7711e-006
Heightened Def Con from 5.7711e-006 to 5.77222e-006
Heightened Def Con from 5.77316e-006 to 5.77416e-006
Heightened Def Con from 5.77416e-006 to 5.77529e-006
Heightened Def Con from 5.77623e-006 to 5.77723e-006
Heightened Def Con from 5.77723e-006 to 5.77835e-006
Heightened Def Con from 5.77929e-006 to 5.78029e-006
Heightened Def Con from 5.78029e-006 to 5.78142e-006
Heightened Def Con from 5.78236e-006 to 5.78336e-006
Heightened Def Con from 5.78336e-006 to 5.78448e-006
Heightened Def Con from 5.78542e-006 to 5.78642e-006
Heightened Def Con from 5.78642e-006 to 5.78755e-006
Heightened Def Con from 5.78849e-006 to 5.78949e-006
Heightened Def Con from 5.78949e-006 to 5.79061e-006
Heightened Def Con from 5.79155e-006 to 5.79255e-006
Heightened Def Con from 5.79255e-006 to 5.79368e-006
Heightened Def Con from 5.79462e-006 to 5.79562e-006
Heightened Def Con from 5.79562e-006 to 5.79674e-006
Heightened Def Con from 5.79768e-006 to 5.79868e-006
Heightened Def Con from 5.79868e-006 to 5.79981e-006
Heightened Def Con from 5.80075e-006 to 5.80175e-006
Heightened Def Con from 5.80175e-006 to 5.80288e-006
Heightened Def Con from 5.80382e-006 to 5.80482e-006
Heightened Def Con from 5.80482e-006 to 5.80594e-006
Heightened Def Con from 5.80688e-006 to 5.80788e-006
Heightened Def Con from 5.80788e-006 to 5.80901e-006
Heightened Def Con from 5.80995e-006 to 5.81095e-006
Heightened Def Con from 5.81095e-006 to 5.81207e-006
Heightened Def Con from 5.81301e-006 to 5.81401e-006
Heightened Def Con from 5.81401e-006 to 5.81514e-006
Heightened Def Con from 5.81608e-006 to 5.81708e-006
Heightened Def Con from 5.81708e-006 to 5.8182e-006
Heightened Def Con from 5.81914e-006 to 5.82014e-006
Heightened Def Con from 5.82014e-006 to 5.82127e-006
Heightened Def Con from 5.82221e-006 to 5.82321e-006
Heightened Def Con from 5.82321e-006 to 5.82433e-006
Heightened Def Con from 5.82527e-006 to 5.82627e-006
Heightened Def Con from 5.82627e-006 to 5.8274e-006
Heightened Def Con from 5.82834e-006 to 5.82934e-006
Heightened Def Con from 5.82934e-006 to 5.83046e-006
Heightened Def Con from 5.8314e-006 to 5.8324e-006
Heightened Def Con from 5.83241e-006 to 5.83353e-006
Heightened Def Con from 5.83447e-006 to 5.83547e-006
Heightened Def Con from 5.83547e-006 to 5.8366e-006
Heightened Def Con from 5.83754e-006 to 5.83854e-006
Heightened Def Con from 5.83854e-006 to 5.83966e-006
Heightened Def Con from 5.8406e-006 to 5.8416e-006
Heightened Def Con from 5.8416e-006 to 5.84273e-006
Heightened Def Con from 5.84367e-006 to 5.84467e-006
Heightened Def Con from 5.84467e-006 to 5.84579e-006
Heightened Def Con from 5.84673e-006 to 5.84773e-006
Heightened Def Con from 5.84773e-006 to 5.84886e-006
Heightened Def Con from 5.8498e-006 to 5.8508e-006
Heightened Def Con from 5.8508e-006 to 5.85192e-006
Heightened Def Con from 5.85286e-006 to 5.85386e-006
Heightened Def Con from 5.85386e-006 to 5.85499e-006
Heightened Def Con from 5.85593e-006 to 5.85693e-006
Heightened Def Con from 5.85693e-006 to 5.85805e-006
Heightened Def Con from 5.85899e-006 to 5.85999e-006
Heightened Def Con from 5.85999e-006 to 5.86112e-006
Heightened Def Con from 5.86206e-006 to 5.86306e-006
Heightened Def Con from 5.86306e-006 to 5.86418e-006
Heightened Def Con from 5.86512e-006 to 5.86612e-006
Heightened Def Con from 5.86613e-006 to 5.86725e-006
Heightened Def Con from 5.86819e-006 to 5.86919e-006
Heightened Def Con from 5.86919e-006 to 5.87032e-006
Heightened Def Con from 5.87126e-006 to 5.87226e-006
Heightened Def Con from 5.87226e-006 to 5.87338e-006
Heightened Def Con from 5.87432e-006 to 5.87532e-006
Heightened Def Con from 5.87532e-006 to 5.87645e-006
Heightened Def Con from 5.87739e-006 to 5.87839e-006
Heightened Def Con from 5.87839e-006 to 5.87951e-006
Heightened Def Con from 5.88045e-006 to 5.88145e-006
Heightened Def Con from 5.88145e-006 to 5.88258e-006
Heightened Def Con from 5.88352e-006 to 5.88452e-006
Heightened Def Con from 5.88452e-006 to 5.88564e-006
Heightened Def Con from 5.88658e-006 to 5.88758e-006
Heightened Def Con from 5.88758e-006 to 5.88871e-006
Heightened Def Con from 5.88965e-006 to 5.89065e-006
Heightened Def Con from 5.89065e-006 to 5.89177e-006
Heightened Def Con from 5.89271e-006 to 5.89371e-006
Heightened Def Con from 5.89371e-006 to 5.89484e-006
Heightened Def Con from 5.89578e-006 to 5.89678e-006
Heightened Def Con from 5.89678e-006 to 5.8979e-006
Heightened Def Con from 5.89884e-006 to 5.89984e-006
Heightened Def Con from 5.89985e-006 to 5.90097e-006
Heightened Def Con from 5.90191e-006 to 5.90291e-006
Heightened Def Con from 5.90291e-006 to 5.90404e-006
Heightened Def Con from 5.90498e-006 to 5.90598e-006
Heightened Def Con from 5.90598e-006 to 5.9071e-006
Heightened Def Con from 5.90804e-006 to 5.90904e-006
Heightened Def Con from 5.90904e-006 to 5.91017e-006
Heightened Def Con from 5.91111e-006 to 5.91211e-006
Heightened Def Con from 5.91211e-006 to 5.91323e-006
Heightened Def Con from 5.91417e-006 to 5.91517e-006
Heightened Def Con from 5.91517e-006 to 5.9163e-006
Heightened Def Con from 5.91724e-006 to 5.91824e-006
Heightened Def Con from 5.91824e-006 to 5.91936e-006
Heightened Def Con from 5.9203e-006 to 5.9213e-006
Heightened Def Con from 5.9213e-006 to 5.92243e-006
Heightened Def Con from 5.92337e-006 to 5.92437e-006
Heightened Def Con from 5.92437e-006 to 5.92549e-006
Heightened Def Con from 5.92643e-006 to 5.92743e-006
Heightened Def Con from 5.92743e-006 to 5.92856e-006
Heightened Def Con from 5.9295e-006 to 5.9305e-006
Heightened Def Con from 5.9305e-006 to 5.93162e-006
Heightened Def Con from 5.93256e-006 to 5.93356e-006
Heightened Def Con from 5.93357e-006 to 5.93469e-006
Heightened Def Con from 5.93563e-006 to 5.93663e-006
Heightened Def Con from 5.93663e-006 to 5.93776e-006
Heightened Def Con from 5.9387e-006 to 5.9397e-006
Heightened Def Con from 5.9397e-006 to 5.94082e-006
Heightened Def Con from 5.94176e-006 to 5.94276e-006
Heightened Def Con from 5.94276e-006 to 5.94389e-006
Heightened Def Con from 5.94483e-006 to 5.94583e-006
Heightened Def Con from 5.94583e-006 to 5.94695e-006
Heightened Def Con from 5.94789e-006 to 5.94889e-006
Heightened Def Con from 5.94889e-006 to 5.95002e-006
Heightened Def Con from 5.95096e-006 to 5.95196e-006
Heightened Def Con from 5.95196e-006 to 5.95308e-006
Heightened Def Con from 5.95402e-006 to 5.95502e-006
Heightened Def Con from 5.95502e-006 to 5.95615e-006
Heightened Def Con from 5.95709e-006 to 5.95809e-006
Heightened Def Con from 5.95809e-006 to 5.95921e-006
Heightened Def Con from 5.96015e-006 to 5.96115e-006
Heightened Def Con from 5.96115e-006 to 5.96228e-006
Heightened Def Con from 5.96322e-006 to 5.96422e-006
Heightened Def Con from 5.96422e-006 to 5.96535e-006
Heightened Def Con from 5.96628e-006 to 5.96729e-006
Heightened Def Con from 5.96729e-006 to 5.96841e-006
Heightened Def Con from 5.96935e-006 to 5.97035e-006
Heightened Def Con from 5.97035e-006 to 5.97148e-006
Heightened Def Con from 5.97242e-006 to 5.97342e-006
Heightened Def Con from 5.97342e-006 to 5.97454e-006
Heightened Def Con from 5.97548e-006 to 5.97648e-006
Heightened Def Con from 5.97648e-006 to 5.97761e-006
Heightened Def Con from 5.97855e-006 to 5.97955e-006
Heightened Def Con from 5.97955e-006 to 5.98067e-006
Heightened Def Con from 5.98161e-006 to 5.98261e-006
Heightened Def Con from 5.98261e-006 to 5.98374e-006
Heightened Def Con from 5.98468e-006 to 5.98568e-006
Heightened Def Con from 5.98568e-006 to 5.9868e-006
Heightened Def Con from 5.98774e-006 to 5.98874e-006
Heightened Def Con from 5.98874e-006 to 5.98987e-006
Heightened Def Con from 5.99081e-006 to 5.99181e-006
Heightened Def Con from 5.99181e-006 to 5.99293e-006
Heightened Def Con from 5.99387e-006 to 5.99487e-006
Heightened Def Con from 5.99487e-006 to 5.996e-006
Heightened Def Con from 5.99694e-006 to 5.99794e-006
Heightened Def Con from 5.99794e-006 to 5.99907e-006
Heightened Def Con from 6e-006 to 6.00101e-006
Heightened Def Con from 6.00101e-006 to 6.00213e-006
Heightened Def Con from 6.00307e-006 to 6.00407e-006
Heightened Def Con from 6.00407e-006 to 6.0052e-006
Heightened Def Con from 6.00614e-006 to 6.00714e-006
Heightened Def Con from 6.00714e-006 to 6.00826e-006
Heightened Def Con from 6.0092e-006 to 6.0102e-006
Heightened Def Con from 6.0102e-006 to 6.01133e-006
Heightened Def Con from 6.01227e-006 to 6.01327e-006
Heightened Def Con from 6.01327e-006 to 6.01439e-006
Heightened Def Con from 6.01533e-006 to 6.01633e-006
Heightened Def Con from 6.01633e-006 to 6.01746e-006
Heightened Def Con from 6.0184e-006 to 6.0194e-006
Heightened Def Con from 6.0194e-006 to 6.02052e-006
