Circuit: * C:\Users\maksym\source\repos\Dohle\String Maschine\simulations\Draft2.asc

Direct Newton iteration for .op point succeeded.
Heightened Def Con from 7.3881e-005 to 7.3882e-005
Heightened Def Con from 7.3882e-005 to 7.38831e-005
Heightened Def Con from 7.3884e-005 to 7.3885e-005
Heightened Def Con from 7.3885e-005 to 7.38862e-005
Heightened Def Con from 7.38871e-005 to 7.38881e-005
Heightened Def Con from 7.38881e-005 to 7.38892e-005
Heightened Def Con from 7.38902e-005 to 7.38912e-005
Heightened Def Con from 7.38912e-005 to 7.38923e-005
Heightened Def Con from 7.38932e-005 to 7.38942e-005
Heightened Def Con from 7.38942e-005 to 7.38954e-005
Heightened Def Con from 7.38963e-005 to 7.38973e-005
Heightened Def Con from 7.38973e-005 to 7.38984e-005
Heightened Def Con from 7.38994e-005 to 7.39004e-005
Heightened Def Con from 7.39004e-005 to 7.39015e-005
Heightened Def Con from 7.39024e-005 to 7.39034e-005
Heightened Def Con from 7.39034e-005 to 7.39046e-005
Heightened Def Con from 7.39055e-005 to 7.39065e-005
Heightened Def Con from 7.39065e-005 to 7.39076e-005
Heightened Def Con from 7.39086e-005 to 7.39096e-005
Heightened Def Con from 7.39096e-005 to 7.39107e-005
Heightened Def Con from 7.39116e-005 to 7.39126e-005
Heightened Def Con from 7.39126e-005 to 7.39138e-005
Heightened Def Con from 7.39147e-005 to 7.39157e-005
Heightened Def Con from 7.39157e-005 to 7.39168e-005
Heightened Def Con from 7.39178e-005 to 7.39188e-005
Heightened Def Con from 7.39188e-005 to 7.39199e-005
Heightened Def Con from 7.39208e-005 to 7.39218e-005
Heightened Def Con from 7.39218e-005 to 7.3923e-005
Heightened Def Con from 7.39239e-005 to 7.39249e-005
Heightened Def Con from 7.39249e-005 to 7.3926e-005
Heightened Def Con from 7.3927e-005 to 7.3928e-005
Heightened Def Con from 7.3928e-005 to 7.39291e-005
Heightened Def Con from 7.393e-005 to 7.3931e-005
Heightened Def Con from 7.3931e-005 to 7.39322e-005
Heightened Def Con from 7.39331e-005 to 7.39341e-005
Heightened Def Con from 7.39341e-005 to 7.39352e-005
Heightened Def Con from 7.39362e-005 to 7.39372e-005
Heightened Def Con from 7.39372e-005 to 7.39383e-005
Heightened Def Con from 7.39392e-005 to 7.39402e-005
Heightened Def Con from 7.39402e-005 to 7.39414e-005
Heightened Def Con from 7.39423e-005 to 7.39433e-005
Heightened Def Con from 7.39433e-005 to 7.39444e-005
Heightened Def Con from 7.39454e-005 to 7.39464e-005
Heightened Def Con from 7.39464e-005 to 7.39475e-005
Heightened Def Con from 7.39484e-005 to 7.39494e-005
Heightened Def Con from 7.39494e-005 to 7.39505e-005
Heightened Def Con from 7.39515e-005 to 7.39525e-005
Heightened Def Con from 7.39525e-005 to 7.39536e-005
Heightened Def Con from 7.39546e-005 to 7.39556e-005
Heightened Def Con from 7.39556e-005 to 7.39567e-005
Heightened Def Con from 7.39576e-005 to 7.39586e-005
Heightened Def Con from 7.39586e-005 to 7.39597e-005
Heightened Def Con from 7.39607e-005 to 7.39617e-005
Heightened Def Con from 7.39617e-005 to 7.39628e-005
Heightened Def Con from 7.39638e-005 to 7.39648e-005
Heightened Def Con from 7.39648e-005 to 7.39659e-005
Heightened Def Con from 7.39668e-005 to 7.39678e-005
Heightened Def Con from 7.39678e-005 to 7.39689e-005
Heightened Def Con from 7.39699e-005 to 7.39709e-005
Heightened Def Con from 7.39709e-005 to 7.3972e-005
Heightened Def Con from 7.3973e-005 to 7.3974e-005
Heightened Def Con from 7.3974e-005 to 7.39751e-005
Heightened Def Con from 7.3976e-005 to 7.3977e-005
Heightened Def Con from 7.3977e-005 to 7.39781e-005
Heightened Def Con from 7.39791e-005 to 7.39801e-005
Heightened Def Con from 7.39801e-005 to 7.39812e-005
Heightened Def Con from 7.39822e-005 to 7.39832e-005
Heightened Def Con from 7.39832e-005 to 7.39843e-005
Heightened Def Con from 7.39852e-005 to 7.39862e-005
Heightened Def Con from 7.39862e-005 to 7.39873e-005
Heightened Def Con from 7.39883e-005 to 7.39893e-005
Heightened Def Con from 7.39893e-005 to 7.39904e-005
Heightened Def Con from 7.39914e-005 to 7.39924e-005
Heightened Def Con from 7.39924e-005 to 7.39935e-005
Heightened Def Con from 7.39944e-005 to 7.39954e-005
Heightened Def Con from 7.39954e-005 to 7.39965e-005
Heightened Def Con from 7.39975e-005 to 7.39985e-005
Heightened Def Con from 7.39985e-005 to 7.39996e-005
Heightened Def Con from 7.40005e-005 to 7.40015e-005
Heightened Def Con from 7.40016e-005 to 7.40027e-005
Heightened Def Con from 7.40036e-005 to 7.40046e-005
Heightened Def Con from 7.40046e-005 to 7.40057e-005
Heightened Def Con from 7.40067e-005 to 7.40077e-005
Heightened Def Con from 7.40077e-005 to 7.40088e-005
Heightened Def Con from 7.40097e-005 to 7.40107e-005
Heightened Def Con from 7.40107e-005 to 7.40119e-005
Heightened Def Con from 7.40128e-005 to 7.40138e-005
Heightened Def Con from 7.40138e-005 to 7.40149e-005
Heightened Def Con from 7.40159e-005 to 7.40169e-005
Heightened Def Con from 7.40169e-005 to 7.4018e-005
Heightened Def Con from 7.40189e-005 to 7.40199e-005
Heightened Def Con from 7.40199e-005 to 7.40211e-005
Heightened Def Con from 7.4022e-005 to 7.4023e-005
Heightened Def Con from 7.4023e-005 to 7.40241e-005
Heightened Def Con from 7.40251e-005 to 7.40261e-005
Heightened Def Con from 7.40261e-005 to 7.40272e-005
Heightened Def Con from 7.40281e-005 to 7.40291e-005
Heightened Def Con from 7.40291e-005 to 7.40303e-005
Heightened Def Con from 7.40312e-005 to 7.40322e-005
Heightened Def Con from 7.40322e-005 to 7.40333e-005
Heightened Def Con from 7.40343e-005 to 7.40353e-005
Heightened Def Con from 7.40353e-005 to 7.40364e-005
Heightened Def Con from 7.40373e-005 to 7.40383e-005
Heightened Def Con from 7.40383e-005 to 7.40395e-005
Heightened Def Con from 7.40404e-005 to 7.40414e-005
Heightened Def Con from 7.40414e-005 to 7.40425e-005
Heightened Def Con from 7.40435e-005 to 7.40445e-005
Heightened Def Con from 7.40445e-005 to 7.40456e-005
Heightened Def Con from 7.40465e-005 to 7.40475e-005
Heightened Def Con from 7.40475e-005 to 7.40487e-005
Heightened Def Con from 7.40496e-005 to 7.40506e-005
Heightened Def Con from 7.40506e-005 to 7.40517e-005
Heightened Def Con from 7.40527e-005 to 7.40537e-005
Heightened Def Con from 7.40537e-005 to 7.40548e-005
Heightened Def Con from 7.40557e-005 to 7.40567e-005
Heightened Def Con from 7.40567e-005 to 7.40579e-005
Heightened Def Con from 7.40588e-005 to 7.40598e-005
Heightened Def Con from 7.40598e-005 to 7.40609e-005
Heightened Def Con from 7.40619e-005 to 7.40629e-005
Heightened Def Con from 7.40629e-005 to 7.4064e-005
Heightened Def Con from 7.40649e-005 to 7.40659e-005
Heightened Def Con from 7.40659e-005 to 7.40671e-005
Heightened Def Con from 7.4068e-005 to 7.4069e-005
Heightened Def Con from 7.4069e-005 to 7.40701e-005
Heightened Def Con from 7.40711e-005 to 7.40721e-005
Heightened Def Con from 7.40721e-005 to 7.40732e-005
Heightened Def Con from 7.40741e-005 to 7.40751e-005
Heightened Def Con from 7.40751e-005 to 7.40763e-005
Heightened Def Con from 7.40772e-005 to 7.40782e-005
Heightened Def Con from 7.40782e-005 to 7.40793e-005
Heightened Def Con from 7.40803e-005 to 7.40813e-005
Heightened Def Con from 7.40813e-005 to 7.40824e-005
Heightened Def Con from 7.40833e-005 to 7.40843e-005
Heightened Def Con from 7.40843e-005 to 7.40855e-005
Heightened Def Con from 7.40864e-005 to 7.40874e-005
Heightened Def Con from 7.40874e-005 to 7.40885e-005
Heightened Def Con from 7.40895e-005 to 7.40905e-005
Heightened Def Con from 7.40905e-005 to 7.40916e-005
Heightened Def Con from 7.40925e-005 to 7.40935e-005
Heightened Def Con from 7.40935e-005 to 7.40947e-005
Heightened Def Con from 7.40956e-005 to 7.40966e-005
Heightened Def Con from 7.40966e-005 to 7.40977e-005
Heightened Def Con from 7.40987e-005 to 7.40997e-005
Heightened Def Con from 7.40997e-005 to 7.41008e-005
Heightened Def Con from 7.41017e-005 to 7.41027e-005
Heightened Def Con from 7.41027e-005 to 7.41039e-005
Heightened Def Con from 7.41048e-005 to 7.41058e-005
Heightened Def Con from 7.41058e-005 to 7.41069e-005
Heightened Def Con from 7.41079e-005 to 7.41089e-005
Heightened Def Con from 7.41089e-005 to 7.411e-005
Heightened Def Con from 7.41109e-005 to 7.41119e-005
Heightened Def Con from 7.41119e-005 to 7.41131e-005
Heightened Def Con from 7.4114e-005 to 7.4115e-005
Heightened Def Con from 7.4115e-005 to 7.41161e-005
Heightened Def Con from 7.41171e-005 to 7.41181e-005
Heightened Def Con from 7.41181e-005 to 7.41192e-005
Heightened Def Con from 7.41201e-005 to 7.41211e-005
Heightened Def Con from 7.41211e-005 to 7.41223e-005
Heightened Def Con from 7.41232e-005 to 7.41242e-005
Heightened Def Con from 7.41242e-005 to 7.41253e-005
Heightened Def Con from 7.41263e-005 to 7.41273e-005
Heightened Def Con from 7.41273e-005 to 7.41284e-005
Heightened Def Con from 7.41293e-005 to 7.41303e-005
Heightened Def Con from 7.41303e-005 to 7.41315e-005
Heightened Def Con from 7.41324e-005 to 7.41334e-005
Heightened Def Con from 7.41334e-005 to 7.41345e-005
Heightened Def Con from 7.41355e-005 to 7.41365e-005
Heightened Def Con from 7.41365e-005 to 7.41376e-005
Heightened Def Con from 7.41385e-005 to 7.41395e-005
Heightened Def Con from 7.41395e-005 to 7.41407e-005
Heightened Def Con from 7.41416e-005 to 7.41426e-005
Heightened Def Con from 7.41426e-005 to 7.41437e-005
Heightened Def Con from 7.41447e-005 to 7.41457e-005
Heightened Def Con from 7.41457e-005 to 7.41468e-005
Heightened Def Con from 7.41477e-005 to 7.41487e-005
Heightened Def Con from 7.41487e-005 to 7.41499e-005
Heightened Def Con from 7.41508e-005 to 7.41518e-005
Heightened Def Con from 7.41518e-005 to 7.41529e-005
Heightened Def Con from 7.41539e-005 to 7.41549e-005
Heightened Def Con from 7.41549e-005 to 7.4156e-005
Heightened Def Con from 7.41569e-005 to 7.41579e-005
Heightened Def Con from 7.41579e-005 to 7.41591e-005
Heightened Def Con from 7.416e-005 to 7.4161e-005
Heightened Def Con from 7.4161e-005 to 7.41621e-005
Heightened Def Con from 7.41631e-005 to 7.41641e-005
Heightened Def Con from 7.41641e-005 to 7.41652e-005
Heightened Def Con from 7.41661e-005 to 7.41671e-005
Heightened Def Con from 7.41671e-005 to 7.41683e-005
Heightened Def Con from 7.41692e-005 to 7.41702e-005
Heightened Def Con from 7.41702e-005 to 7.41713e-005
Heightened Def Con from 7.41723e-005 to 7.41733e-005
Heightened Def Con from 7.41733e-005 to 7.41744e-005
Heightened Def Con from 7.41753e-005 to 7.41763e-005
Heightened Def Con from 7.41763e-005 to 7.41775e-005
Heightened Def Con from 7.41784e-005 to 7.41794e-005
Heightened Def Con from 7.41794e-005 to 7.41805e-005
Heightened Def Con from 7.41815e-005 to 7.41825e-005
Heightened Def Con from 7.41825e-005 to 7.41836e-005
Heightened Def Con from 7.41845e-005 to 7.41855e-005
Heightened Def Con from 7.41855e-005 to 7.41866e-005
Heightened Def Con from 7.41876e-005 to 7.41886e-005
Heightened Def Con from 7.41886e-005 to 7.41897e-005
Heightened Def Con from 7.41907e-005 to 7.41917e-005
Heightened Def Con from 7.41917e-005 to 7.41928e-005
Heightened Def Con from 7.41937e-005 to 7.41947e-005
Heightened Def Con from 7.41947e-005 to 7.41958e-005
Heightened Def Con from 7.41968e-005 to 7.41978e-005
Heightened Def Con from 7.41978e-005 to 7.41989e-005
Heightened Def Con from 7.41999e-005 to 7.42009e-005
Heightened Def Con from 7.42009e-005 to 7.4202e-005
Heightened Def Con from 7.42029e-005 to 7.42039e-005
Heightened Def Con from 7.42039e-005 to 7.4205e-005
Heightened Def Con from 7.4206e-005 to 7.4207e-005
Heightened Def Con from 7.4207e-005 to 7.42081e-005
Heightened Def Con from 7.42091e-005 to 7.42101e-005
Heightened Def Con from 7.42101e-005 to 7.42112e-005
Heightened Def Con from 7.42121e-005 to 7.42131e-005
Heightened Def Con from 7.42131e-005 to 7.42142e-005
Heightened Def Con from 7.42152e-005 to 7.42162e-005
Heightened Def Con from 7.42162e-005 to 7.42173e-005
Heightened Def Con from 7.42183e-005 to 7.42193e-005
Heightened Def Con from 7.42193e-005 to 7.42204e-005
Heightened Def Con from 7.42213e-005 to 7.42223e-005
Heightened Def Con from 7.42223e-005 to 7.42234e-005
Heightened Def Con from 7.42244e-005 to 7.42254e-005
Heightened Def Con from 7.42254e-005 to 7.42265e-005
Heightened Def Con from 7.42275e-005 to 7.42285e-005
Heightened Def Con from 7.42285e-005 to 7.42296e-005
Heightened Def Con from 7.42305e-005 to 7.42315e-005
Heightened Def Con from 7.42315e-005 to 7.42326e-005
Heightened Def Con from 7.42336e-005 to 7.42346e-005
Heightened Def Con from 7.42346e-005 to 7.42357e-005
Heightened Def Con from 7.42366e-005 to 7.42376e-005
Heightened Def Con from 7.42377e-005 to 7.42388e-005
Heightened Def Con from 7.42397e-005 to 7.42407e-005
Heightened Def Con from 7.42407e-005 to 7.42418e-005
Heightened Def Con from 7.42428e-005 to 7.42438e-005
Heightened Def Con from 7.42438e-005 to 7.42449e-005
Heightened Def Con from 7.42458e-005 to 7.42468e-005
Heightened Def Con from 7.42468e-005 to 7.4248e-005
Heightened Def Con from 7.42489e-005 to 7.42499e-005
Heightened Def Con from 7.42499e-005 to 7.4251e-005
Heightened Def Con from 7.4252e-005 to 7.4253e-005
Heightened Def Con from 7.4253e-005 to 7.42541e-005
Heightened Def Con from 7.4255e-005 to 7.4256e-005
Heightened Def Con from 7.4256e-005 to 7.42572e-005
Heightened Def Con from 7.42581e-005 to 7.42591e-005
Heightened Def Con from 7.42591e-005 to 7.42602e-005
Heightened Def Con from 7.42612e-005 to 7.42622e-005
Heightened Def Con from 7.42622e-005 to 7.42633e-005
Heightened Def Con from 7.42642e-005 to 7.42652e-005
Heightened Def Con from 7.42652e-005 to 7.42664e-005
Heightened Def Con from 7.42673e-005 to 7.42683e-005
Heightened Def Con from 7.42683e-005 to 7.42694e-005
Heightened Def Con from 7.42704e-005 to 7.42714e-005
Heightened Def Con from 7.42714e-005 to 7.42725e-005
Heightened Def Con from 7.42734e-005 to 7.42744e-005
Heightened Def Con from 7.42744e-005 to 7.42756e-005
Heightened Def Con from 7.42765e-005 to 7.42775e-005
Heightened Def Con from 7.42775e-005 to 7.42786e-005
Heightened Def Con from 7.42796e-005 to 7.42806e-005
Heightened Def Con from 7.42806e-005 to 7.42817e-005
Heightened Def Con from 7.42826e-005 to 7.42836e-005
Heightened Def Con from 7.42836e-005 to 7.42848e-005
Heightened Def Con from 7.42857e-005 to 7.42867e-005
Heightened Def Con from 7.42867e-005 to 7.42878e-005
Heightened Def Con from 7.42888e-005 to 7.42898e-005
Heightened Def Con from 7.42898e-005 to 7.42909e-005
Heightened Def Con from 7.42918e-005 to 7.42928e-005
Heightened Def Con from 7.42928e-005 to 7.4294e-005
Heightened Def Con from 7.42949e-005 to 7.42959e-005
Heightened Def Con from 7.42959e-005 to 7.4297e-005
Heightened Def Con from 7.4298e-005 to 7.4299e-005
Heightened Def Con from 7.4299e-005 to 7.43001e-005
Heightened Def Con from 7.4301e-005 to 7.4302e-005
Heightened Def Con from 7.4302e-005 to 7.43032e-005
Heightened Def Con from 7.43041e-005 to 7.43051e-005
Heightened Def Con from 7.43051e-005 to 7.43062e-005
Heightened Def Con from 7.43072e-005 to 7.43082e-005
Heightened Def Con from 7.43082e-005 to 7.43093e-005
Heightened Def Con from 7.43102e-005 to 7.43112e-005
Heightened Def Con from 7.43112e-005 to 7.43124e-005
Heightened Def Con from 7.43133e-005 to 7.43143e-005
Heightened Def Con from 7.43143e-005 to 7.43154e-005
Heightened Def Con from 7.43164e-005 to 7.43174e-005
Heightened Def Con from 7.43174e-005 to 7.43185e-005
Heightened Def Con from 7.43194e-005 to 7.43204e-005
Heightened Def Con from 7.43204e-005 to 7.43216e-005
Heightened Def Con from 7.43225e-005 to 7.43235e-005
Heightened Def Con from 7.43235e-005 to 7.43246e-005
Heightened Def Con from 7.43256e-005 to 7.43266e-005
Heightened Def Con from 7.43266e-005 to 7.43277e-005
Heightened Def Con from 7.43286e-005 to 7.43296e-005
Heightened Def Con from 7.43296e-005 to 7.43308e-005
Heightened Def Con from 7.43317e-005 to 7.43327e-005
Heightened Def Con from 7.43327e-005 to 7.43338e-005
Heightened Def Con from 7.43348e-005 to 7.43358e-005
Heightened Def Con from 7.43358e-005 to 7.43369e-005
Heightened Def Con from 7.43378e-005 to 7.43388e-005
Heightened Def Con from 7.43388e-005 to 7.434e-005
Heightened Def Con from 7.43409e-005 to 7.43419e-005
Heightened Def Con from 7.43419e-005 to 7.4343e-005
Heightened Def Con from 7.4344e-005 to 7.4345e-005
Heightened Def Con from 7.4345e-005 to 7.43461e-005
Heightened Def Con from 7.4347e-005 to 7.4348e-005
Heightened Def Con from 7.4348e-005 to 7.43492e-005
Heightened Def Con from 7.43501e-005 to 7.43511e-005
Heightened Def Con from 7.43511e-005 to 7.43522e-005
Heightened Def Con from 7.43532e-005 to 7.43542e-005
Heightened Def Con from 7.43542e-005 to 7.43553e-005
Heightened Def Con from 7.43562e-005 to 7.43572e-005
Heightened Def Con from 7.43572e-005 to 7.43584e-005
Heightened Def Con from 7.43593e-005 to 7.43603e-005
Heightened Def Con from 7.43603e-005 to 7.43614e-005
Heightened Def Con from 7.43624e-005 to 7.43634e-005
Heightened Def Con from 7.43634e-005 to 7.43645e-005
Heightened Def Con from 7.43654e-005 to 7.43664e-005
Heightened Def Con from 7.43664e-005 to 7.43676e-005
Heightened Def Con from 7.43685e-005 to 7.43695e-005
Heightened Def Con from 7.43695e-005 to 7.43706e-005
Heightened Def Con from 7.43716e-005 to 7.43726e-005
Heightened Def Con from 7.43726e-005 to 7.43737e-005
Heightened Def Con from 7.43746e-005 to 7.43756e-005
Heightened Def Con from 7.43756e-005 to 7.43768e-005
Heightened Def Con from 7.43777e-005 to 7.43787e-005
Heightened Def Con from 7.43787e-005 to 7.43798e-005
Heightened Def Con from 7.43808e-005 to 7.43818e-005
Heightened Def Con from 7.43818e-005 to 7.43829e-005
Heightened Def Con from 7.43838e-005 to 7.43848e-005
Heightened Def Con from 7.43848e-005 to 7.4386e-005
Heightened Def Con from 7.43869e-005 to 7.43879e-005
Heightened Def Con from 7.43879e-005 to 7.4389e-005
Heightened Def Con from 7.439e-005 to 7.4391e-005
Heightened Def Con from 7.4391e-005 to 7.43921e-005
Heightened Def Con from 7.4393e-005 to 7.4394e-005
Heightened Def Con from 7.4394e-005 to 7.43952e-005
Heightened Def Con from 7.43961e-005 to 7.43971e-005
Heightened Def Con from 7.43971e-005 to 7.43982e-005
Heightened Def Con from 7.43992e-005 to 7.44002e-005
Heightened Def Con from 7.44002e-005 to 7.44013e-005
Heightened Def Con from 7.44022e-005 to 7.44032e-005
Heightened Def Con from 7.44032e-005 to 7.44044e-005
Heightened Def Con from 7.44053e-005 to 7.44063e-005
Heightened Def Con from 7.44063e-005 to 7.44074e-005
Heightened Def Con from 7.44084e-005 to 7.44094e-005
Heightened Def Con from 7.44094e-005 to 7.44105e-005
Heightened Def Con from 7.44114e-005 to 7.44124e-005
Heightened Def Con from 7.44124e-005 to 7.44136e-005
Heightened Def Con from 7.44145e-005 to 7.44155e-005
Heightened Def Con from 7.44155e-005 to 7.44166e-005
Heightened Def Con from 7.44176e-005 to 7.44186e-005
Heightened Def Con from 7.44186e-005 to 7.44197e-005
Heightened Def Con from 7.44206e-005 to 7.44216e-005
Heightened Def Con from 7.44216e-005 to 7.44227e-005
Heightened Def Con from 7.44237e-005 to 7.44247e-005
Heightened Def Con from 7.44247e-005 to 7.44258e-005
Heightened Def Con from 7.44268e-005 to 7.44278e-005
Heightened Def Con from 7.44278e-005 to 7.44289e-005
Heightened Def Con from 7.44298e-005 to 7.44308e-005
Heightened Def Con from 7.44308e-005 to 7.44319e-005
Heightened Def Con from 7.44329e-005 to 7.44339e-005
Heightened Def Con from 7.44339e-005 to 7.4435e-005
Heightened Def Con from 7.4436e-005 to 7.4437e-005
Heightened Def Con from 7.4437e-005 to 7.44381e-005
Heightened Def Con from 7.4439e-005 to 7.444e-005
Heightened Def Con from 7.444e-005 to 7.44411e-005
Heightened Def Con from 7.44421e-005 to 7.44431e-005
Heightened Def Con from 7.44431e-005 to 7.44442e-005
Heightened Def Con from 7.44452e-005 to 7.44462e-005
Heightened Def Con from 7.44462e-005 to 7.44473e-005
Heightened Def Con from 7.44482e-005 to 7.44492e-005
Heightened Def Con from 7.44492e-005 to 7.44503e-005
Heightened Def Con from 7.44513e-005 to 7.44523e-005
Heightened Def Con from 7.44523e-005 to 7.44534e-005
Heightened Def Con from 7.44544e-005 to 7.44554e-005
Heightened Def Con from 7.44554e-005 to 7.44565e-005
Heightened Def Con from 7.44574e-005 to 7.44584e-005
Heightened Def Con from 7.44584e-005 to 7.44595e-005
Heightened Def Con from 7.44605e-005 to 7.44615e-005
Heightened Def Con from 7.44615e-005 to 7.44626e-005
Heightened Def Con from 7.44636e-005 to 7.44646e-005
Heightened Def Con from 7.44646e-005 to 7.44657e-005
Heightened Def Con from 7.44666e-005 to 7.44676e-005
Heightened Def Con from 7.44676e-005 to 7.44687e-005
Heightened Def Con from 7.44697e-005 to 7.44707e-005
Heightened Def Con from 7.44707e-005 to 7.44718e-005
Heightened Def Con from 7.44727e-005 to 7.44737e-005
Heightened Def Con from 7.44737e-005 to 7.44749e-005
Heightened Def Con from 7.44758e-005 to 7.44768e-005
Heightened Def Con from 7.44768e-005 to 7.44779e-005
Heightened Def Con from 7.44789e-005 to 7.44799e-005
Heightened Def Con from 7.44799e-005 to 7.4481e-005
Heightened Def Con from 7.44819e-005 to 7.44829e-005
Heightened Def Con from 7.44829e-005 to 7.44841e-005
Heightened Def Con from 7.4485e-005 to 7.4486e-005
Heightened Def Con from 7.4486e-005 to 7.44871e-005
Heightened Def Con from 7.44881e-005 to 7.44891e-005
Heightened Def Con from 7.44891e-005 to 7.44902e-005
Heightened Def Con from 7.44911e-005 to 7.44921e-005
Heightened Def Con from 7.44921e-005 to 7.44933e-005
Heightened Def Con from 7.44942e-005 to 7.44952e-005
Heightened Def Con from 7.44952e-005 to 7.44963e-005
Heightened Def Con from 7.44973e-005 to 7.44983e-005
Heightened Def Con from 7.44983e-005 to 7.44994e-005
Heightened Def Con from 7.45003e-005 to 7.45013e-005
Heightened Def Con from 7.45013e-005 to 7.45025e-005
Heightened Def Con from 7.45034e-005 to 7.45044e-005
Heightened Def Con from 7.45044e-005 to 7.45055e-005
Heightened Def Con from 7.45065e-005 to 7.45075e-005
Heightened Def Con from 7.45075e-005 to 7.45086e-005
Heightened Def Con from 7.45095e-005 to 7.45105e-005
Heightened Def Con from 7.45105e-005 to 7.45117e-005
Heightened Def Con from 7.45126e-005 to 7.45136e-005
Heightened Def Con from 7.45136e-005 to 7.45147e-005
Heightened Def Con from 7.45157e-005 to 7.45167e-005
Heightened Def Con from 7.45167e-005 to 7.45178e-005
Heightened Def Con from 7.45187e-005 to 7.45197e-005
Heightened Def Con from 7.45197e-005 to 7.45209e-005
Heightened Def Con from 7.45218e-005 to 7.45228e-005
Heightened Def Con from 7.45228e-005 to 7.45239e-005
Heightened Def Con from 7.45249e-005 to 7.45259e-005
Heightened Def Con from 7.45259e-005 to 7.4527e-005
Heightened Def Con from 7.45279e-005 to 7.45289e-005
Heightened Def Con from 7.45289e-005 to 7.45301e-005
Heightened Def Con from 7.4531e-005 to 7.4532e-005
Heightened Def Con from 7.4532e-005 to 7.45331e-005
Heightened Def Con from 7.45341e-005 to 7.45351e-005
Heightened Def Con from 7.45351e-005 to 7.45362e-005
Heightened Def Con from 7.45371e-005 to 7.45381e-005
Heightened Def Con from 7.45381e-005 to 7.45393e-005
Heightened Def Con from 7.45402e-005 to 7.45412e-005
Heightened Def Con from 7.45412e-005 to 7.45423e-005
Heightened Def Con from 7.45433e-005 to 7.45443e-005
Heightened Def Con from 7.45443e-005 to 7.45454e-005
Heightened Def Con from 7.45463e-005 to 7.45473e-005
Heightened Def Con from 7.45473e-005 to 7.45485e-005
Heightened Def Con from 7.45494e-005 to 7.45504e-005
Heightened Def Con from 7.45504e-005 to 7.45515e-005
Heightened Def Con from 7.45525e-005 to 7.45535e-005
Heightened Def Con from 7.45535e-005 to 7.45546e-005
Heightened Def Con from 7.45555e-005 to 7.45565e-005
Heightened Def Con from 7.45565e-005 to 7.45577e-005
Heightened Def Con from 7.45586e-005 to 7.45596e-005
Heightened Def Con from 7.45596e-005 to 7.45607e-005
Heightened Def Con from 7.45617e-005 to 7.45627e-005
Heightened Def Con from 7.45627e-005 to 7.45638e-005
Heightened Def Con from 7.45647e-005 to 7.45657e-005
Heightened Def Con from 7.45657e-005 to 7.45669e-005
Heightened Def Con from 7.45678e-005 to 7.45688e-005
Heightened Def Con from 7.45688e-005 to 7.45699e-005
Heightened Def Con from 7.45709e-005 to 7.45719e-005
Heightened Def Con from 7.45719e-005 to 7.4573e-005
Heightened Def Con from 7.45739e-005 to 7.45749e-005
Heightened Def Con from 7.45749e-005 to 7.45761e-005
Heightened Def Con from 7.4577e-005 to 7.4578e-005
Heightened Def Con from 7.4578e-005 to 7.45791e-005
Heightened Def Con from 7.45801e-005 to 7.45811e-005
Heightened Def Con from 7.45811e-005 to 7.45822e-005
Heightened Def Con from 7.45831e-005 to 7.45841e-005
Heightened Def Con from 7.45841e-005 to 7.45853e-005
Heightened Def Con from 7.45862e-005 to 7.45872e-005
Heightened Def Con from 7.45872e-005 to 7.45883e-005
Heightened Def Con from 7.45893e-005 to 7.45903e-005
Heightened Def Con from 7.45903e-005 to 7.45914e-005
Heightened Def Con from 7.45923e-005 to 7.45933e-005
Heightened Def Con from 7.45933e-005 to 7.45945e-005
Heightened Def Con from 7.45954e-005 to 7.45964e-005
Heightened Def Con from 7.45964e-005 to 7.45975e-005
Heightened Def Con from 7.45985e-005 to 7.45995e-005
Heightened Def Con from 7.45995e-005 to 7.46006e-005
Heightened Def Con from 7.46015e-005 to 7.46025e-005
Heightened Def Con from 7.46025e-005 to 7.46037e-005
Heightened Def Con from 7.46046e-005 to 7.46056e-005
Heightened Def Con from 7.46056e-005 to 7.46067e-005
Heightened Def Con from 7.46077e-005 to 7.46087e-005
Heightened Def Con from 7.46087e-005 to 7.46098e-005
Heightened Def Con from 7.46107e-005 to 7.46117e-005
Heightened Def Con from 7.46117e-005 to 7.46129e-005
Heightened Def Con from 7.46138e-005 to 7.46148e-005
Heightened Def Con from 7.46148e-005 to 7.46159e-005
Heightened Def Con from 7.46169e-005 to 7.46179e-005
Heightened Def Con from 7.46179e-005 to 7.4619e-005
Heightened Def Con from 7.46199e-005 to 7.46209e-005
Heightened Def Con from 7.46209e-005 to 7.46221e-005
Heightened Def Con from 7.4623e-005 to 7.4624e-005
Heightened Def Con from 7.4624e-005 to 7.46251e-005
Heightened Def Con from 7.46261e-005 to 7.46271e-005
Heightened Def Con from 7.46271e-005 to 7.46282e-005
Heightened Def Con from 7.46291e-005 to 7.46301e-005
Heightened Def Con from 7.46301e-005 to 7.46313e-005
Heightened Def Con from 7.46322e-005 to 7.46332e-005
Heightened Def Con from 7.46332e-005 to 7.46343e-005
Heightened Def Con from 7.46353e-005 to 7.46363e-005
Heightened Def Con from 7.46363e-005 to 7.46374e-005
Heightened Def Con from 7.46383e-005 to 7.46393e-005
Heightened Def Con from 7.46393e-005 to 7.46405e-005
Heightened Def Con from 7.46414e-005 to 7.46424e-005
Heightened Def Con from 7.46424e-005 to 7.46435e-005
